["123456780", 0]
["243768501", 13]
["241530786", 13]
["435260718", 13]
["152036847", 13]
["273140865", 13]
["305218476", 13]
["412360578", 13]
["431720856", 13]
["542830176", 13]
["642150783", 13]
["413056782", 13]
["713268504", 13]
["208136475", 13]
["128453706", 13]
["431620758", 13]
["283160457", 13]
["236580147", 13]
["165432708", 13]
["235740816", 13]
["102756348", 13]
["516320478", 13]
["412738506", 13]
["236074518", 13]
["573246108", 13]
["412076835", 13]
["106738245", 13]
["413078625", 13]
["536410728", 13]
["406238715", 13]
["713524806", 13]
["273046158", 13]
["102756834", 13]
["523186407", 13]
["183475206", 13]
["138527406", 13]
["416380725", 13]
["413078562", 13]
["523178406", 13]
["182045736", 13]
["183460725", 13]
["842013765", 13]
["162380475", 13]
["431580762", 13]
["106324758", 13]
["253418607", 13]
["423651708", 13]
["236480175", 13]
["156043728", 13]
["401853276", 13]
["582136407", 13]
["153460278", 13]
["182046753", 13]
["483250176", 13]
["743125806", 13]
["572143806", 13]
["405812763", 13]
["108532467", 13]
["512783406", 13]
["741063528", 13]
["123480657", 13]
["206538147", 13]
["123067845", 13]
["206534178", 13]
["243678105", 13]
["368120475", 13]
["201643758", 13]
["413720658", 13]
["273164805", 13]
["613278405", 13]
["203785146", 13]
["162074583", 13]
["652130478", 13]
["713240865", 13]
["415730862", 13]
["123650487", 13]
["236710584", 13]
["802513476", 13]
["134762805", 13]
["412685703", 13]
["356140728", 13]
["136285407", 13]
["713046258", 13]
["103745862", 13]
["523714806", 13]
["421730586", 13]
["572013846", 13]
["123450678", 13]
["152086437", 13]
["123680754", 13]
["264713508", 13]
["206135784", 13]
["501423786", 13]
["268130745", 13]
["136270458", 13]
["306158427", 13]
["412760835", 13]
["602145783", 13]
["123785604", 13]
["264053178", 13]
["235840176", 13]
["412875603", 13]
["403526718", 13]
["162587403", 13]
["103824675", 13]
["238165407", 13]
["236740518", 13]
["156042783", 13]
["741052863", 13]
["602148735", 13]
["403718625", 13]
["254180763", 13]
["542168703", 13]
["713056428", 13]
["413085762", 13]
["435280176", 13]
["203184756", 13]
["253041786", 13]
["416730582", 13]
["413086725", 13]
["713240586", 13]
["345126708", 13]
["216038475", 13]
["352184706", 13]
["238016475", 13]
["642138705", 13]
["273168504", 13]
["405236718", 13]
["315208476", 14]
["156423078", 14]
["136287540", 14]
["180452736", 14]
["136705842", 14]
["073246158", 14]
["236187045", 14]
["038152467", 14]
["125638470", 14]
["360145782", 14]
["430716852", 14]
["130628754", 14]
["163205478", 14]
["472103586", 14]
["160582437", 14]
["362158470", 14]
["368145720", 14]
["412807563", 14]
["260135784", 14]
["230416785", 14]
["263108754", 14]
["346128075", 14]
["023184675", 14]
["016238547", 14]
["254803176", 14]
["162457083", 14]
["418302765", 14]
["138456720", 14]
["053426178", 14]
["182456073", 14]
["356104728", 14]
["035481276", 14]
["053126748", 14]
["046352178", 14]
["623154078", 14]
["015324786", 14]
["012438675", 14]
["016482735", 14]
["623714058", 14]
["712803645", 14]
["182563470", 14]
["013746258", 14]
["258136470", 14]
["243571086", 14]
["360218745", 14]
["712853460", 14]
["263187540", 14]
["162784053", 14]
["172603458", 14]
["435871026", 14]
["410873265", 14]
["153204786", 14]
["130765248", 14]
["243807165", 14]
["463208175", 14]
["142735086", 14]
["123486570", 14]
["135407826", 14]
["082143576", 14]
["412875630", 14]
["510283467", 14]
["713264085", 14]
["412806753", 14]
["150463782", 14]
["710432586", 14]
["082135476", 14]
["512638047", 14]
["530716248", 14]
["135206847", 14]
["316254078", 14]
["235806147", 14]
["145723860", 14]
["236418570", 14]
["136407528", 14]
["436108275", 14]
["137582460", 14]
["134782560", 14]
["520743816", 14]
["162748350", 14]
["730145826", 14]
["120436578", 14]
["152704638", 14]
["260175483", 14]
["153486072", 14]
["051632478", 14]
["072143856", 14]
["284713065", 14]
["410356782", 14]
["135748620", 14]
["016742583", 14]
["183426750", 14]
["173426580", 14]
["720143856", 14]
["835201476", 14]
["572143086", 14]
["230716584", 14]
["172508463", 14]
["230715864", 14]
["310452786", 14]
["364201758", 14]
["413806257", 14]
["243781056", 14]
["273514086", 14]
["280453716", 14]
["156423780", 14]
["862103475", 14]
["123476850", 14]
["026137485", 14]
["182673045", 14]
["236701584", 14]
["412876035", 14]
["162745830", 14]
["125703486", 14]
["125403768", 14]
["352186470", 14]
["023584176", 14]
["723405816", 14]
["126704538", 14]
["137506428", 14]
["168405732", 14]
["046238715", 14]
["520843176", 14]
["243871065", 14]
["015482376", 14]
["135486270", 14]
["130576248", 14]
["170582463", 14]
["520163748", 14]
["354201786", 14]
["534126780", 14]
["412376058", 14]
["236478015", 14]
["346185720", 14]
["712563480", 14]
["430581762", 14]
["035274816", 14]
["543216078", 14]
["713485026", 14]
["350172846", 14]
["536208417", 14]
["520713486", 14]
["126734580", 14]
["815432076", 14]
["125673048", 14]
["023518476", 14]
["376205148", 14]
["124803765", 14]
["125384760", 14]
["183475026", 14]
["065142738", 14]
["123645780", 14]
["630124758", 14]
["413678025", 14]
["743126058", 14]
["123846750", 14]
["137582046", 14]
["243856017", 14]
["156203478", 14]
["130786524", 14]
["253106847", 14]
["120568437", 14]
["413786025", 14]
["543106278", 14]
["613428750", 14]
["420513678", 14]
["035126784", 14]
["426518730", 14]
["813705246", 14]
["632108475", 14]
["168203475", 14]
["513608247", 14]
["251603478", 14]
["243761085", 14]
["142706538", 14]
["136784052", 14]
["213504786", 14]
["543721086", 14]
["236185074", 14]
["240873165", 14]
["710632548", 14]
["012863457", 14]
["421573086", 14]
["185423076", 14]
["813206457", 14]
["412738056", 14]
["580172463", 14]
["260534178", 14]
["124783065", 14]
["260154783", 14]
["246301758", 14]
["250834176", 14]
["015736824", 14]
["016738524", 14]
["435286170", 14]
["823405176", 14]
["453276180", 14]
["073516428", 14]
["420173586", 14]
["326178450", 14]
["423706815", 14]
["013724658", 14]
["138205476", 14]
["024753816", 14]
["613408725", 14]
["041853276", 14]
["023785146", 14]
["435816270", 14]
["241783065", 14]
["062185473", 14]
["238164750", 14]
["236715084", 14]
["237156480", 14]
["513287460", 14]
["214703865", 14]
["045316728", 14]
["016453728", 14]
["842513076", 14]
["265107483", 14]
["561273048", 14]
["436708512", 14]
["530162478", 14]
["416385720", 14]
["120873654", 14]
["123546870", 14]
["013427856", 14]
["081253476", 14]
["510326478", 14]
["312456078", 14]
["035186427", 14]
["016738245", 14]
["016537482", 14]
["015734862", 14]
["032516478", 14]
["136704258", 14]
["340165728", 14]
["340156782", 14]
["316248750", 14]
["036274518", 14]
["023185764", 14]
["235167480", 14]
["012568437", 14]
["415738062", 14]
["713528064", 14]
["136408257", 14]
["312506478", 14]
["743125860", 14]
["620138475", 14]
["716532048", 14]
["241653780", 14]
["043526718", 14]
["172863045", 14]
["235168074", 14]
["012756348", 14]
["273164085", 14]
["018463725", 14]
["238105467", 14]
["842163075", 14]
["138562470", 14]
["120653487", 14]
["083145276", 14]
["412836057", 14]
["083217465", 14]
["415368720", 14]
["160238547", 14]
["136248057", 14]
["385204176", 14]
["423651078", 14]
["431628750", 14]
["014732586", 14]
["315284076", 14]
["012468573", 14]
["152876034", 14]
["730815426", 14]
["182537460", 14]
["123854760", 14]
["413608752", 14]
["340185762", 14]
["025138764", 14]
["052178643", 14]
["025436178", 14]
["530246718", 14]
["512473860", 14]
["412735680", 14]
["136578024", 14]
["156742083", 14]
["253417860", 14]
["413578062", 14]
["431762058", 14]
["461723580", 14]
["120634758", 14]
["540832176", 14]
["041832765", 14]
["120635478", 14]
["541782063", 14]
["045382176", 14]
["238167540", 14]
["053716248", 14]
["036471528", 14]
["623108745", 14]
["413785620", 14]
["035176248", 14]
["024563178", 14]
["023167458", 14]
["162708345", 14]
["720513846", 14]
["450316728", 14]
["156408732", 14]
["412786053", 14]
["012543768", 14]
["356172480", 14]
["423651780", 14]
["260173458", 14]
["235874016", 14]
["168235470", 14]
["423608715", 14]
["723156048", 14]
["185742630", 14]
["712503468", 14]
["254136078", 14]
["150742386", 14]
["413602785", 14]
["136457082", 14]
["542716038", 14]
["810423765", 14]
["012673458", 14]
["431506728", 14]
["125306748", 14]
["712854063", 14]
["142703658", 14]
["045712836", 14]
["415726830", 14]
["523804176", 14]
["316254780", 14]
["415762038", 14]
["431752860", 14]
["134782056", 14]
["352108476", 14]
["273516480", 14]
["712803456", 14]
["326178045", 14]
["038216475", 14]
["152683470", 14]
["713208564", 14]
["123407685", 14]
["138742650", 14]
["273108564", 14]
["046731528", 14]
["413856027", 14]
["072613548", 14]
["026538147", 14]
["024713865", 14]
["173456820", 14]
["153476280", 14]
["523107846", 14]
["084213765", 14]
["615203478", 14]
["073815426", 14]
["582106437", 14]
["346702518", 14]
["236147580", 14]
["516402738", 14]
["128403756", 14]
["513768240", 14]
["018435726", 14]
["142706853", 14]
["712843650", 14]
["420316578", 14]
["162458037", 14]
["172453860", 14]
["451762083", 14]
["481723065", 14]
["523178046", 14]
["083256147", 14]
["063218547", 14]
["462301758", 14]
["285103467", 14]
["124653078", 14]
["263148570", 14]
["123607584", 14]
["130865427", 14]
["736218540", 14]
["180432576", 14]
["412308675", 14]
["472103865", 14]
["412376580", 14]
["025763148", 14]
["273405186", 14]
["036174582", 14]
["036521478", 14]
["130746258", 14]
["237105486", 14]
["136205487", 14]
["830415726", 14]
["123507864", 14]
["082153467", 14]
["160738245", 14]
["041562738", 14]
["418732065", 14]
["513742086", 14]
["481263750", 14]
["431652078", 14]
["234107586", 14]
["052713486", 14]
["136587042", 14]
["028173465", 14]
["613528047", 14]
["236458710", 14]
["536421078", 14]
["130468752", 14]
["036245718", 14]
["140725863", 14]
["243718650", 14]
["034126758", 14]
["083245716", 14]
["283756140", 14]
["173425086", 14]
["712643058", 14]
["124536780", 14]
["135807462", 14]
["136785240", 14]
["034172865", 14]
["712536840", 14]
["176502483", 14]
["083415726", 14]
["023176485", 14]
["142803675", 14]
["235846170", 14]
["743102865", 14]
["526138470", 14]
["536278140", 14]
["043721856", 14]
["016734582", 14]
["267103548", 14]
["173426058", 14]
["412603875", 14]
["061473528", 14]
["172483065", 14]
["415702683", 14]
["012485736", 14]
["435208176", 14]
["356108427", 14]
["713804625", 14]
["162587043", 14]
["138625047", 14]
["415703862", 14]
["023481576", 14]
["235418760", 14]
["610283475", 14]
["713264850", 14]
["430718562", 14]
["264503178", 14]
["012857463", 14]
["480231765", 14]
["823145076", 14]
["152308467", 14]
["026318475", 14]
["135764082", 14]
["230785146", 14]
["027153846", 14]
["420716583", 14]
["270135486", 14]
["435721860", 14]
["642703518", 14]
["428513760", 14]
["152768340", 14]
["364218750", 14]
["150836427", 14]
["172803546", 14]
["410783562", 14]
["235147860", 14]
["236574180", 14]
["720413865", 14]
["438201765", 14]
["480521763", 14]
["268103745", 14]
["820163475", 14]
["013625487", 14]
["461573028", 14]
["037152486", 14]
["423816570", 14]
["250734816", 14]
["743805216", 14]
["421783056", 14]
["013756428", 14]
["051483276", 14]
["712504863", 14]
["813207465", 14]
["043271865", 14]
["250184763", 14]
["162308547", 14]
["138562047", 14]
["173468520", 14]
["420583176", 14]
["413807265", 14]
["385172046", 14]
["723845016", 14]
["430268175", 14]
["035416278", 14]
["613208547", 14]
["154732086", 14]
["410736582", 14]
["253687140", 14]
["280753146", 14]
["352184076", 14]
["412708653", 14]
["130827546", 14]
["412673085", 14]
["236401785", 14]
["412538670", 14]
["510732486", 14]
["275183460", 14]
["813745026", 14]
["260183547", 14]
["810453726", 14]
["152307486", 14]
["023741865", 14]
["413507286", 14]
["125438076", 14]
["235468170", 14]
["813456720", 14]
["230514786", 14]
["362105478", 14]
["280136475", 14]
["241638750", 14]
["528104763", 14]
["423716085", 14]
["316275048", 14]
["182543076", 14]
["368102475", 14]
["284163750", 14]
["013524876", 14]
["013478562", 14]
["235147086", 14]
["541382076", 14]
["162574083", 14]
["842163750", 14]
["582413760", 14]
["461238075", 14]
["028136475", 14]
["263104785", 14]
["013526847", 14]
["713826054", 14]
["481523760", 14]
["136802457", 14]
["135704286", 14]
["015472836", 14]
["652173480", 14]
["082573146", 14]
["526103478", 14]
["051472863", 14]
["510432768", 14]
["265138047", 14]
["018632475", 14]
["542736810", 14]
["028145763", 14]
["015736248", 14]
["715832046", 14]
["035216487", 14]
["345802176", 14]
["135768240", 14]
["126348750", 14]
["238176450", 14]
["451803276", 14]
["415862073", 14]
["153468270", 14]
["410725836", 14]
["560312478", 14]
["123546087", 14]
["137452086", 14]
["134762085", 14]
["523714860", 14]
["023648175", 14]
["530217486", 14]
["260137485", 14]
["012758643", 14]
["143506728", 14]
["412608573", 14]
["124703568", 14]
["163458720", 14]
["436728015", 14]
["073214586", 14]
["243806157", 14]
["038145726", 14]
["713284560", 14]
["713268054", 14]
["275136480", 14]
["016425738", 14]
["413508267", 14]
["421763085", 14]
["051273486", 14]
["410732685", 14]
["842135760", 14]
["183746025", 14]
["243761850", 14]
["735201846", 14]
["235817046", 14]
["145872063", 14]
["061453278", 14]
["138527046", 14]
["163408275", 14]
["085162473", 14]
["012856437", 14]
["170832465", 14]
["160453728", 14]
["263185047", 14]
["138672450", 14]
["152604783", 14]
["743126580", 14]
["142873650", 14]
["345206178", 14]
["426501738", 14]
["410385762", 14]
["170453826", 14]
["126354078", 14]
["815302476", 14]
["246731058", 14]
["013624785", 14]
["830275146", 14]
["150742638", 14]
["230165487", 14]
["263107458", 14]
["016572483", 14]
["215306478", 14]
["123578640", 14]
["741502863", 14]
["265413780", 14]
["013628754", 14]
["036451278", 14]
["042713685", 14]
["052186437", 14]
["143706582", 14]
["310246758", 14]
["230176854", 14]
["130524876", 14]
["230178564", 14]
["125473086", 14]
["253648170", 14]
["360248175", 14]
["013542786", 14]
["438215760", 14]
["532416078", 14]
["412786530", 14]
["713208645", 14]
["541802763", 14]
["142573860", 14]
["015362478", 14]
["152874630", 14]
["523176840", 14]
["071263548", 14]
["036428715", 14]
["238145076", 14]
["138507426", 14]
["283506147", 14]
["742136850", 14]
["045172863", 14]
["016324758", 14]
["260438175", 14]
["713405286", 14]
["025834176", 14]
["365218470", 14]
["481752063", 14]
["024853176", 14]
["031462758", 14]
["012764583", 14]
["230465178", 14]
["346208175", 14]
["130427856", 14]
["512743068", 14]
["168423750", 14]
["257103846", 14]
["823145760", 14]
["182305476", 14]
["423871056", 14]
["043718625", 14]
["012783564", 14]
["140523786", 14]
["435268710", 14]
["137825460", 14]
["413872650", 14]
["360275148", 14]
["350216748", 14]
["273184560", 14]
["241703568", 14]
["026735148", 14]
["481263075", 14]
["520413768", 14]
["185403726", 14]
["038214765", 14]
["035126847", 14]
["264703518", 14]
["326108547", 14]
["230486175", 14]
["452301786", 14]
["165428730", 14]
["720613548", 14]
["481562073", 14]
["413702658", 14]
["026183475", 14]
["025183467", 14]
["376102548", 14]
["512608437", 14]
["012658473", 14]
["415782630", 14]
["536401728", 14]
["013286475", 14]
["162738054", 14]
["230164785", 14]
["162385470", 14]
["062174583", 14]
["137526048", 14]
["162378045", 14]
["083146725", 14]
["126354780", 14]
["712638540", 14]
["423508761", 14]
["126435780", 14]
["026438175", 14]
["613278045", 14]
["423618075", 14]
["120453867", 14]
["036128754", 14]
["461738520", 14]
["123684750", 14]
["326418075", 14]
["240573186", 14]
["283106745", 14]
["730146528", 14]
["238176045", 14]
["642138075", 14]
["120543876", 14]
["165432780", 14]
["130468275", 14]
["351402786", 14]
["054283176", 14]
["652138470", 14]
["124763580", 14]
["713802465", 14]
["712643580", 14]
["150623478", 14]
["512406783", 14]
["416738250", 14]
["415326078", 14]
["142736058", 14]
["025137846", 14]
["128406735", 14]
["413765028", 14]
["623105478", 14]
["138724560", 14]
["072413586", 14]
["451736820", 14]
["052843176", 14]
["165302478", 14]
["253768014", 14]
["410762835", 14]
["430526718", 14]
["483275016", 14]
["130275486", 14]
["413568027", 14]
["150463278", 14]
["168423075", 14]
["431652780", 14]
["316425078", 14]
["052164783", 14]
["435801276", 14]
["142503876", 14]
["840132765", 14]
["561423078", 14]
["450731826", 14]
["672103548", 14]
["460318725", 14]
["085312476", 14]
["710243865", 14]
["283401765", 14]
["062158437", 14]
["235107468", 14]
["123806574", 14]
["742813560", 14]
["236718450", 14]
["126458073", 14]
["251463078", 14]
["140623758", 14]
["230187546", 14]
["140762853", 14]
["175802463", 14]
["516372480", 14]
["241583760", 14]
["712435860", 14]
["130546728", 14]
["730214586", 14]
["283416057", 14]
["473205816", 14]
["412708536", 14]
["253468071", 14]
["045236718", 14]
["265703148", 14]
["268135740", 14]
["250743186", 14]
["183245076", 14]
["572813046", 14]
["120368475", 14]
["053128476", 14]
["375102846", 14]
["450712836", 14]
["145762830", 14]
["150736824", 14]
["035278146", 14]
["362154078", 14]
["451762830", 14]
["026135784", 14]
["436258170", 14]
["623148075", 14]
["356128470", 14]
["512783460", 14]
["023461758", 14]
["741503826", 14]
["025413786", 14]
["123604578", 14]
["123845670", 14]
["172403568", 14]
["123854076", 14]
["072183546", 14]
["356412078", 14]
["023165487", 14]
["123674058", 14]
["152678430", 14]
["126408753", 14]
["046318725", 14]
["250138764", 14]
["573246018", 14]
["354216780", 14]
["215403786", 14]
["061523478", 14]
["431508762", 14]
["182473560", 14]
["843105276", 14]
["710532846", 14]
["460251783", 14]
["325176480", 14]
["081452763", 14]
["713524860", 14]
["412805673", 14]
["136745820", 14]
["543206718", 14]
["516308427", 14]
["741853026", 14]
["513746280", 14]
["134705826", 14]
["035217846", 14]
["043271586", 14]
["053412786", 14]
["258173460", 14]
["034172586", 14]
["710823465", 14]
["435716082", 14]
["170432856", 14]
["273815460", 14]
["415802376", 14]
["540321786", 14]
["621403758", 14]
["236587140", 14]
["180632475", 14]
["423718560", 14]
["741603528", 14]
["168743025", 14]
["435726018", 14]
["012763854", 14]
["412758630", 14]
["026734518", 14]
["123658074", 14]
["420713685", 14]
["326401758", 14]
["710243586", 14]
["134725086", 14]
["162378450", 14]
["315206748", 14]
["235176084", 14]
["268137450", 14]
["356204178", 14]
["430265718", 14]
["042316578", 14]
["162708534", 14]
["451236078", 14]
["315724086", 14]
["135206784", 14]
["540712863", 14]
["812453760", 14]
["741832056", 14]
["182704653", 14]
["812573046", 14]
["316724058", 14]
["345108762", 14]
["125704836", 14]
["715402863", 14]
["423751860", 14]
["130526847", 14]
["028134765", 14]
["283167450", 14]
["120345786", 14]
["243678150", 14]
["320164758", 14]
["012756834", 14]
["623158470", 14]
["041325786", 14]
["023614758", 14]
["823104765", 14]
["428501763", 14]
["264713580", 14]
["123847560", 14]
["183465072", 14]
["350218476", 14]
["238165047", 14]
["416502783", 14]
["150762348", 14]
["123657480", 14]
["512483067", 14]
["023186745", 14]
["120563847", 14]
["026145738", 14]
["348102765", 14]
["350246178", 14]
["042573816", 14]
["652173048", 14]
["023185647", 14]
["385172460", 14]
["035286147", 14]
["025136487", 14]
["120856437", 14]
["183465720", 14]
["273168054", 14]
["264138075", 14]
["410783625", 14]
["152704386", 14]
["075213486", 14]
["640152783", 14]
["013586427", 14]
["573268140", 14]
["582107463", 14]
["038125476", 14]
["530126748", 14]
["134726058", 14]
["420716835", 14]
["561238470", 14]
["278103465", 14]
["510462783", 14]
["523168740", 14]
["642108735", 14]
["120573864", 14]
["345712860", 14]
["234107865", 14]
["135408276", 14]
["152487063", 14]
["152306847", 14]
["436501278", 14]
["415706238", 14]
["460712538", 14]
["510672483", 14]
["258413076", 14]
["352184760", 14]
["163745028", 14]
["126308457", 14]
["412805736", 14]
["130724658", 14]
["253407816", 14]
["238105746", 14]
["260137548", 14]
["430721856", 14]
["514203786", 14]
["563208147", 14]
["810273465", 14]
["082173645", 14]
["153476028", 14]
["743512086", 14]
["120643785", 14]
["081423765", 14]
["812473065", 14]
["163425078", 14]
["421783560", 14]
["241763580", 14]
["316208457", 14]
["150862437", 14]
["534182076", 14]
["052136784", 14]
["120486753", 14]
["736201548", 14]
["436571028", 14]
["451872063", 14]
["013462785", 14]
["046712538", 14]
["743506218", 14]
["170463528", 14]
["453106728", 14]
["761203548", 14]
["415736280", 14]
["243708561", 14]
["713856420", 14]
["124753860", 14]
["513408627", 14]
["263105487", 14]
["182635470", 14]
["410573286", 14]
["536418720", 14]
["350284176", 14]
["016325478", 14]
["152783640", 14]
["845102763", 14]
["134572086", 14]
["410682735", 14]
["013265478", 14]
["130824675", 14]
["365201478", 14]
["542836170", 14]
["316258470", 14]
["715302846", 14]
["165403782", 14]
["253807146", 14]
["123785064", 14]
["236574018", 14]
["512803467", 14]
["135708642", 14]
["182603547", 14]
["152678043", 14]
["021543786", 14]
["126438057", 14]
["523618470", 14]
["350421786", 14]
["012567483", 14]
["843215076", 14]
["063124758", 14]
["612483075", 14]
["045812763", 14]
["150682473", 14]
["216308475", 14]
["136805472", 14]
["124638750", 14]
["172843056", 14]
["230741865", 14]
["136248570", 14]
["512703648", 14]
["073526148", 14]
["041326758", 14]
["481562730", 14]
["120346758", 14]
["124583760", 14]
["023485716", 14]
["052413768", 14]
["712543860", 14]
["128465730", 14]
["031482576", 14]
["042163785", 14]
["346718025", 14]
["256103748", 14]
["431726850", 14]
["245301786", 14]
["420615783", 14]
["023167845", 14]
["138602547", 14]
["138452067", 14]
["345168720", 14]
["352106748", 14]
["172436850", 14]
["423761058", 14]
["423815760", 14]
["413678250", 14]
["130627458", 14]
["430256781", 14]
["053287146", 14]
["137802465", 14]
["534712086", 14]
["230184756", 14]
["483275160", 14]
["138672045", 14]
["538102476", 14]
["346502178", 14]
["056142783", 14]
["413572860", 14]
["082146753", 14]
["640213758", 14]
["173845026", 14]
["042513678", 14]
["720413586", 14]
["230178645", 14]
["182745036", 14]
["018425763", 14]
["180532467", 14]
["168435072", 14]
["235706418", 14]
["542873160", 14]
["423701568", 14]
["126358470", 14]
["562108473", 14]
["136478520", 14]
["743812065", 14]
["238416075", 14]
["416502378", 14]
["012743658", 14]
["230156847", 14]
["072413865", 14]
["013824675", 14]
["415862730", 14]
["130472586", 14]
["270143586", 14]
["123847056", 14]
["273106485", 14]
["173506482", 14]
["450236718", 14]
["062138547", 14]
["120473568", 14]
["315284760", 14]
["123687054", 14]
["641732058", 14]
["215436078", 14]
["052187463", 14]
["412306785", 14]
["712483560", 14]
["641302758", 14]
["134872065", 14]
["035426718", 14]
["280163457", 14]
["421735860", 14]
["058132476", 14]
["120756348", 14]
["410782653", 14]
["720153486", 14]
["523704816", 14]
["241803765", 14]
["420563718", 14]
["842103576", 14]
["065273148", 14]
["135764820", 14]
["025316478", 14]
["264108735", 14]
["425701863", 14]
["436718052", 14]
["013875246", 14]
["136458270", 14]
["241753860", 14]
["123487650", 14]
["253741086", 14]
["530412786", 14]
["026137548", 14]
["250136487", 14]
["536218047", 14]
["260735148", 14]
["150426783", 14]
["412768035", 14]
["236708415", 14]
["431802765", 14]
["150762834", 14]
["510763248", 14]
["243768051", 14]
["124653780", 14]
["431702568", 14]
["123805647", 14]
["230485716", 14]
["273184056", 14]
["058213476", 14]
["160324758", 14]
["124705863", 14]
["741203586", 14]
["415872036", 14]
["413502876", 14]
["813256047", 14]
["168402753", 14]
["534182760", 14]
["420583761", 14]
["310245786", 14]
["236548170", 14]
["453126078", 14]
["410862753", 14]
["153462780", 14]
["182436570", 14]
["345126078", 14]
["743516280", 14]
["125463780", 14]
["120567483", 14]
["430286715", 14]
["120658473", 14]
["320154786", 14]
["135208467", 14]
["650213478", 14]
["536271048", 14]
["436518270", 14]
["036157482", 14]
["041563278", 14]
["812703465", 14]
["741823065", 14]
["036185472", 14]
["124703856", 14]
["130276458", 14]
["742153860", 14]
["523716048", 14]
["235106874", 14]
["316208745", 14]
["236517048", 14]
["012476835", 14]
["064253178", 14]
["710432865", 14]
["120857463", 14]
["526104738", 14]
["156482073", 14]
["742513068", 14]
["162803457", 14]
["012436785", 14]
["012476583", 14]
["235708146", 14]
["241653078", 14]
["461205783", 14]
["713824650", 14]
["713406258", 14]
["482503176", 14]
["610423758", 14]
["210543786", 14]
["516372048", 14]
["123567840", 14]
["042618735", 14]
["253408617", 14]
["042716835", 14]
["238714065", 14]
["210643758", 14]
["360218457", 14]
["561273480", 14]
["230175468", 14]
["263408715", 14]
["452316780", 14]
["352146078", 14]
["380125476", 14]
["162705843", 14]
["513287046", 14]
["614203758", 14]
["183506427", 14]
["013576482", 14]
["360258147", 14]
["034125786", 14]
["153746082", 14]
["125308476", 14]
["023147856", 14]
["730214865", 14]
["236478150", 14]
["413806725", 14]
["542168730", 14]
["138627540", 14]
["430621758", 14]
["415823760", 14]
["713504826", 14]
["571203486", 14]
["142603785", 14]
["126375480", 14]
["135876024", 14]
["180453276", 14]
["172506438", 14]
["742105863", 14]
["013845726", 14]
["073214865", 14]
["014732865", 14]
["420618735", 14]
["340186725", 14]
["216438075", 14]
["712463850", 14]
["542306178", 14]
["425713860", 14]
["013627458", 14]
["570132846", 14]
["352714086", 14]
["243706851", 14]
["415308762", 14]
["136702854", 14]
["052743816", 14]
["125673480", 14]
["012368475", 14]
["120453678", 14]
["430276518", 14]
["063145728", 14]
["410532678", 14]
["162805473", 14]
["650132478", 14]
["620173548", 14]
["150372486", 14]
["024763518", 14]
["743125086", 14]
["530268147", 14]
["582136047", 14]
["168537420", 14]
["280413765", 14]
["523178460", 14]
["742803516", 14]
["120643578", 14]
["123405678", 14]
["136285047", 14]
["268103457", 14]
["412756380", 14]
["054182763", 14]
["128453076", 14]
["741203865", 14]
["350148762", 14]
["273406158", 14]
["710563428", 14]
["031472856", 14]
["710523486", 14]
["130625487", 14]
["036215784", 14]
["362108745", 14]
["245731086", 14]
["013482756", 14]
["158432760", 14]
["135268047", 14]
["056231478", 14]
["230168754", 14]
["168503427", 14]
["234175860", 14]
["623154780", 14]
["483256170", 14]
["541702836", 14]
["512607483", 14]
["180465732", 14]
["523108764", 14]
["320165478", 14]
["510342786", 14]
["123586074", 14]
["752103486", 14]
["015623478", 14]
["431526078", 14]
["243678015", 14]
["435706812", 14]
["250683147", 14]
["283104756", 14]
["142803756", 14]
["123754680", 14]
["238164075", 14]
["412368570", 14]
["014623758", 14]
["235746810", 14]
["283105764", 14]
["813427065", 14]
["130875462", 14]
["021473865", 14]
["165432078", 14]
["012473685", 14]
["630218475", 14]
["043716852", 14]
["283745160", 14]
["130745286", 14]
["512783046", 14]
["520174863", 14]
["345716028", 14]
["273164850", 14]
["132406578", 14]
["036418275", 14]
["243685170", 14]
["742153086", 14]
["160382475", 14]
["126738045", 14]
["412573680", 14]
["416328075", 14]
["850142763", 14]
["380142765", 14]
["083425176", 14]
["356208147", 14]
["723546018", 14]
["130286547", 14]
["123406587", 14]
["120758643", 14]
["264105783", 14]
["416305782", 14]
["420731586", 14]
["243568017", 14]
["421306758", 14]
["716302548", 14]
["186402735", 14]
["512438760", 14]
["430618275", 14]
["036217485", 14]
["253481760", 14]
["541382760", 14]
["120873546", 14]
["812403756", 14]
["741852063", 14]
["536207148", 14]
["436205781", 14]
["275183046", 14]
["027163548", 14]
["063278145", 14]
["236745180", 14]
["138745026", 14]
["873205146", 14]
["413805762", 14]
["130526784", 14]
["254106738", 14]
["021643758", 14]
["036217548", 14]
["416572038", 14]
["016472538", 14]
["062157483", 14]
["415602738", 14]
["713568420", 14]
["250436178", 14]
["241703856", 14]
["083216457", 14]
["620145783", 14]
["120483657", 14]
["214703586", 14]
["035174862", 14]
["185602473", 14]
["642713580", 14]
["283456710", 14]
["162587430", 14]
["156238470", 14]
["145762083", 14]
["730516428", 14]
["238157460", 14]
["041832576", 14]
["241583076", 14]
["025463718", 14]
["283417065", 14]
["710853426", 14]
["235874160", 14]
["156482730", 14]
["450812763", 14]
["150324786", 14]
["156743028", 14]
["013824756", 14]
["461208735", 14]
["053146278", 14]
["420173865", 14]
["023154876", 14]
["265108437", 14]
["135207486", 14]
["123657048", 14]
